rule_id,strategy_document_id,strategy_owner,source_line,section,rule_text,rule_fingerprint_sha1,coverage_requirement,applicability,primary_stage,supporting_stages,active,coverage_status,current_evidence_ids,notes
MD-S082-R0044,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,79,Price products and corporate actions,- contamination horizons and reason-code registry version.,668F1AD2BDD90274EA3C4D54DB5914BEBAD7B6FF,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0045,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,81,Price products and corporate actions,"No configuration may enable synthetic candidates, provider adjustment fields, or price jumps to become verified factors automatically. No force flag may enable in-place published-history repair.",4C54CDBFCA618B4CD2C16695E21827E615CB6224,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0046,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,85,Indicators and daily metrics,- formula/indicator registry versions and required field set;,22EC5A316100A226D9B0D8E25B88901B826FC1F8,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S082-R0047,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,86,Indicators and daily metrics,"- exact window definitions, inclusive/exclusive endpoints, ATR seed and recursive-state version;",157F446F6CD711919DCF45E2623380D937BA1B33,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S082-R0048,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,87,Indicators and daily metrics,- warm-up/history dependency rules expressed in trading sessions;,44FB8BB6DFC7A6361D034F0F4F8F86EF56F2FA3C,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0049,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,88,Indicators and daily metrics,"- price basis, benchmark/sector dependency versions, precision, rounding, nullability, and reason rules;",57D2360C7E5AB714D5D298B861EADD63CCCA4629,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0050,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,89,Indicators and daily metrics,- actual traded-value field/version and close-volume proxy label/formula;,1AB09E30622C076CF3784A3AD05AEF2B4C06A911,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0051,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,90,Indicators and daily metrics,- daily aggregate partialness/completeness rules.,65AF48CA914BC98CCE3BDC5F887B0FA4BAEBDB28,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0052,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,92,Indicators and daily metrics,"Representative windows include MA20, MA50, ROC5/10/20, range20, volume ratio 20, liquidity 20, and Wilder ATR14. A configured acquisition warm-up does not redefine the stable ATR seed/state.",EC407E71BB24F22C75C69C3F4F3C7AE845405A6D,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0053,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,96,"Publication, correction, and reads",- immutable snapshot/history schema versions;,6C99E2322D1F52F2FDFFA40D1E7A6C11CEC5FD48,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S082-R0054,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,97,"Publication, correction, and reads","- candidate, validation, sealing, activation/pointer-switch, supersession, and rollback policies;",B926362CBF51C227A2E219343ADF0AF6BE918B31,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0055,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,98,"Publication, correction, and reads",- content and manifest hash definitions;,51F026A164A15341F0D65FF60C525AAFD72910F6,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0056,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,99,"Publication, correction, and reads",- minimum market-data consumer read-model version;,8E3AE925B5F3A833B1BCD9E15A6FD0B31B534C80,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S082-R0057,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,100,"Publication, correction, and reads",- freshness/readiness state machine and requested-versus-effective-date behavior;,CAA2D9B2FE85000F563A5B38FBAF0ADAC421769A,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0058,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,101,"Publication, correction, and reads",- correction impact-graph and replay-mode versions.,A606A9FD6F68C15BA7E3767BFD1B83E77FBC54C2,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0059,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,105,Hash and serialization,- hash algorithms;,59263CA0B7B8FB72DF8EE96C67F7E8EF4330255A,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0060,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,106,Hash and serialization,- canonical table/column ordering;,3142B3DEC93EF7283F7C96A9CAD8F48B5B28F797,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0061,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,107,Hash and serialization,- row sort keys;,D532912E268AD7E18B8C35255019C53C3ADD1877,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0062,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,108,Hash and serialization,"- null, boolean, timestamp, decimal, collection, and text normalization;",CD555353ACC3B0DBA0062207CC95ABD3D25EEE96,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0063,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,109,Hash and serialization,"- character encoding, delimiter/escaping, and line separator;",332742D4DDE88C54F8C0A2B8C07B64A48E776EF2,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0064,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,110,Hash and serialization,"- inclusion rules for values, annotations, reason sets, lineage, config, and manifest references.",EDB86AB32C41EE17CC6595BC6A7E6DA5BDF2870C,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0065,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,112,Hash and serialization,Every published field and semantic annotation belongs in its artifact hash. The config snapshot hash and ID belong in the publication/seal manifest even when two configurations happen to produce equal numeric rows.,56D347C84392B7D85FC74562FDF05A72F1D287B1,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0066,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,116,Resolved key register (LOCKED),"The families above classify configuration; this register enumerates the keys that actually resolve at runtime. It exists because this contract declares a key present in runtime code but absent from the registry to be a sealing error, and because the per-key metadata required below has no target list without it.",3311CB7F465C7D63B198A0A0AB47463DCCE4B5C0,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S082-R0067,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,118,Resolved key register (LOCKED),"Columns record only what is verifiable from the resolver: canonical key, type, resolved default when no environment value is supplied, and the environment variable read. **Meaning, allowed values, and output-affecting classification stay with the owner contract** named in the last column, per the ownership rule above. This register must not restate them.",9CA1C43E5B297B3B71FF9C20D7377462CB314968,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S082-R0068,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,120,Resolved key register (LOCKED),"Generated from `config/market_data.php` on 2026-08-03: 128 keys. A key added, removed, or retyped in the resolver without updating this register is the sealing error described above.",849193D31176318AD871412AB228DABF7FDD088E,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0069,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,122,Resolved key register (LOCKED),| Key | Type | Default | Environment input | Owner contract |,5C1E34B856E934564AD237EDB7F4CC29A801002E,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S082-R0070,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,124,Resolved key register (LOCKED),| `market_data.scope.market_code` | string | — | — | `../book/Terminology_and_Scope.md` |,3727EB79AA4F5E9A32A165D58565BAEDB7EE9EAF,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0071,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,125,Resolved key register (LOCKED),| `market_data.scope.market_segment` | string | — | — | `../book/Terminology_and_Scope.md` |,9A127A9D3B609FF7AF94322CBF7E196CEBB2AC7A,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0072,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,126,Resolved key register (LOCKED),| `market_data.scope.frequency` | string | — | — | `../book/Terminology_and_Scope.md` |,609F06395086EFE04F9F8DB5550E2D063AF06E0C,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0073,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,127,Resolved key register (LOCKED),| `market_data.scope.timezone` | string | `Asia/Jakarta` | — | `../book/Terminology_and_Scope.md` |,363DD06EB583E3485744ECEC768781B2BA8BCF82,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0074,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,128,Resolved key register (LOCKED),| `market_data.scope.dataset_start` | string | `2023-01-02` | `MARKET_DATA_DATASET_START` | `../book/Terminology_and_Scope.md` |,9EE8ADD89CA1C78F732464DE2A0BCCAED13337A6,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0075,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,129,Resolved key register (LOCKED),| `market_data.scope.operational_start_date` | null | `null` | `MARKET_DATA_OPERATIONAL_START_DATE` | `../book/Terminology_and_Scope.md` |,35762D0F982AA0F000FC046BE9F9C6C22D66A6E7,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0076,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,130,Resolved key register (LOCKED),| `market_data.scope.canonical_product_code` | string | — | — | `../book/Terminology_and_Scope.md` |,61AAE8038BDE3CA856132B7315670A9D87D82A18,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0077,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,131,Resolved key register (LOCKED),| `market_data.scope.raw_product_code` | string | — | — | `../book/Terminology_and_Scope.md` |,0AB87F53641C17297C470BE053AF3A8FEEC7CD06,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0078,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,132,Resolved key register (LOCKED),| `market_data.scope.structural_adjusted_product_code` | string | — | — | `../book/Terminology_and_Scope.md` |,03843936E759165907972C3625C09C86EF877B07,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0079,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,133,Resolved key register (LOCKED),| `market_data.scope.total_return_product_code` | string | — | — | `../book/Terminology_and_Scope.md` |,2309E837351030452CF680F64839F5444567BCD3,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0080,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,134,Resolved key register (LOCKED),| `market_data.scope.data_usability_field` | string | `data_usable` | — | `../book/Terminology_and_Scope.md` |,9DBAF53B9FC36286840FA9D904A159667F609E4B,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0081,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,135,Resolved key register (LOCKED),| `market_data.scope.compatibility_eligibility_field` | string | `eligible` | — | `../book/Terminology_and_Scope.md` |,A76879A114A8ECF4ABC64020B71EFD386197A077,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0082,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,136,Resolved key register (LOCKED),| `market_data.scope.contract_version` | string | `market_data_scope_v2` | — | `../book/Terminology_and_Scope.md` |,72C8670CD3E19E8850350A510C95F96209EAFDD6,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0083,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,137,Resolved key register (LOCKED),| `market_data.platform.timezone` | string | `Asia/Jakarta` | `MARKET_DATA_PLATFORM_TIMEZONE` | `../book/Terminology_and_Scope.md` |,2C0C2893BF5F9E801FFF65109DC2112E14966DA6,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0084,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,138,Resolved key register (LOCKED),| `market_data.platform.seal_required_for_consumers` | bool | `true` | `MARKET_DATA_SEAL_REQUIRED_FOR_CONSUMERS` | `../book/Terminology_and_Scope.md` |,FC7C02D610DE3B6EF1A9D7A243E7DBD1ED6298C3,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0085,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,139,Resolved key register (LOCKED),| `market_data.platform.cutoff_time` | string | `17:15:00` | `MARKET_DATA_PLATFORM_EOD_CUTOFF_TIME` | `../book/Terminology_and_Scope.md` |,C7A5988DA0D05CFFF511598B746B2658916B78CD,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0086,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,140,Resolved key register (LOCKED),| `market_data.platform.cutoff_grace_minutes` | int | `MARKET_DATA_CUT_OFF_GRACE_MINUTES` | `MARKET_DATA_CUT_OFF_GRACE_MINUTES` | `../book/Terminology_and_Scope.md` |,5CD41242A2FCB86BC1108F4DE39F146502A59779,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0087,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,141,Resolved key register (LOCKED),| `market_data.platform.coverage_min` | float | `0.98` | `MARKET_DATA_COVERAGE_MIN` | `../book/Terminology_and_Scope.md` |,08F0633B27F3BD42722E42ADEDDAD386D7FB8677,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0088,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,142,Resolved key register (LOCKED),"| `market_data.indicators.price_product_default` | string | `STRUCTURAL_ADJUSTED` | `MARKET_DATA_INDICATOR_PRICE_PRODUCT_DEFAULT` | `Indicator_Registry_Baseline_LOCKED.md`, `Price_Adjustment_Contract_LOCKED.md` |",87E89B94958DA2556A3708A166B015B395B02618,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0089,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,143,Resolved key register (LOCKED),"| ~~`market_data.platform.price_basis_default`~~ | — | — | ~~`MARKET_DATA_PRICE_BASIS_DEFAULT`~~ | **PRUNED 2026-08-11 (`F-024`). Not an active config key; do not reintroduce.** The entry previously permitted it as a legacy RAW-field selector ""while compatibility code exists"". That condition expired: the key was written into the indicator vector config by `EodIndicatorsComputeService::vectorConfig()` and read by nothing, so it named a selection the platform no longer makes while still appearing to govern one. Removed from `config/market_data.php`, both env templates, and the vector config in the same change. The analytical product is decided solely by `AnalyticalProductIdentityService`, which throws unless the selection is `STRUCTURAL_ADJUSTED`. `CoherentPriceProductBoundaryTest::test_legacy_adj_close_selector_cannot_become_an_analytical_fallback` retains the guard by injecting the key anyway and proving it is ignored. |",48528A8FC93872C2F927277601C52AB792DB8217,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0090,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,144,Resolved key register (LOCKED),| `market_data.pipeline.daily_enabled` | bool | `false` | `MARKET_DATA_DAILY_ENABLED` | `../ops/Scheduling_and_Locking_Contract_LOCKED.md` |,25BBCB5767E41B78167EF1471EF8AD57EA44F3A0,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0091,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,145,Resolved key register (LOCKED),| `market_data.pipeline.default_source_mode` | string | `api` | `MARKET_DATA_DEFAULT_SOURCE_MODE` | `../ops/Scheduling_and_Locking_Contract_LOCKED.md` |,1ECCF8972D5961C46F77950CA5DFA49E4EC858EC,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0092,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,146,Resolved key register (LOCKED),| `market_data.pipeline.active_run_stale_minutes` | int | `MARKET_DATA_ACTIVE_RUN_STALE_MINUTES` | `MARKET_DATA_ACTIVE_RUN_STALE_MINUTES` | `../ops/Scheduling_and_Locking_Contract_LOCKED.md` |,6B529839121A9B0685D2A43A061044EED5189A67,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0093,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,147,Resolved key register (LOCKED),| `market_data.scheduler.output_path` | string | `storage/logs/market-data-scheduler.log` | `MARKET_DATA_SCHEDULER_OUTPUT_PATH` | `../ops/Scheduling_and_Locking_Contract_LOCKED.md` |,7DE2F11671584B30A2780B11BF0EC0F9C83479B4,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0094,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,148,Resolved key register (LOCKED),| `market_data.scheduler.without_overlapping_minutes` | int | `MARKET_DATA_SCHEDULER_WITHOUT_OVERLAPPING_MINUTES` | `MARKET_DATA_SCHEDULER_WITHOUT_OVERLAPPING_MINUTES` | `../ops/Scheduling_and_Locking_Contract_LOCKED.md` |,E8036CF2432D603A08E5B8DEE6E691D64DE25F82,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0095,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,149,Resolved key register (LOCKED),| `market_data.coverage_edge_cases.delay_window_minutes` | int | `MARKET_DATA_COVERAGE_DELAY_WINDOW_MINUTES` | `MARKET_DATA_COVERAGE_DELAY_WINDOW_MINUTES` | `../book/Coverage_Edge_Cases_Contract_LOCKED.md` |,AA68646DC66DD2FB362ED3EBB6970AEBA202FB1C,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0096,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,150,Resolved key register (LOCKED),| `market_data.coverage_gate.enabled` | bool | `true` | `MARKET_DATA_COVERAGE_GATE_ENABLED` | `../book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md` |,F50151155D21EF4A68EFEB02AAB65D1531AB9D93,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0097,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,151,Resolved key register (LOCKED),| `market_data.coverage_gate.min_ratio` | float | `0.98` | `MARKET_DATA_COVERAGE_MIN` | `../book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md` |,67530F35F03119E33763FEE849D34A5994EE73F3,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0098,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,152,Resolved key register (LOCKED),| `market_data.coverage_gate.threshold_mode` | string | `MARKET_DATA_COVERAGE_THRESHOLD_MODE` | `MARKET_DATA_COVERAGE_THRESHOLD_MODE` | `../book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md` |,91B4AC68C69C0AC89F2F8C90EE4B106C06344CEA,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0099,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,153,Resolved key register (LOCKED),| `market_data.coverage_gate.blocked_on_zero_universe` | bool | `true` | `MARKET_DATA_COVERAGE_BLOCK_ZERO_UNIVERSE` | `../book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md` |,BC4FF9CFE76D863CC0F2A593DEC253AE936E1899,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0100,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,154,Resolved key register (LOCKED),| `market_data.coverage_gate.require_canonical_bar_evidence` | bool | `true` | `MARKET_DATA_COVERAGE_REQUIRE_CANONICAL_BAR_EVIDENCE` | `../book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md` |,1E122ADA0FE1148A766B5B481E2934003D358077,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0101,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,155,Resolved key register (LOCKED),| `market_data.coverage_gate.universe_basis` | string | `MARKET_DATA_COVERAGE_UNIVERSE_BASIS` | `MARKET_DATA_COVERAGE_UNIVERSE_BASIS` | `../book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md` |,C2D98752BF8084639108FEF2F69570832526A218,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0102,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,156,Resolved key register (LOCKED),| `market_data.coverage_gate.contract_version` | string | `coverage_gate_v1` | `MARKET_DATA_COVERAGE_CONTRACT_VERSION` | `../book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md` |,58F9E464FCBA4FB94F2060B244C56DEA29AE54D8,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0103,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,157,Resolved key register (LOCKED),| `market_data.coverage_gate.missing_sample_limit` | int | `MARKET_DATA_COVERAGE_MISSING_SAMPLE_LIMIT` | `MARKET_DATA_COVERAGE_MISSING_SAMPLE_LIMIT` | `../book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md` |,660DD199DA187926470AA9E5459A7EA88C5C046B,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0104,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,158,Resolved key register (LOCKED),| `market_data.activity.dormant_absence_trading_days` | int | `MARKET_DATA_COVERAGE_DORMANT_ABSENCE_TRADING_DAYS` during compatibility migration | `MARKET_DATA_COVERAGE_DORMANT_ABSENCE_TRADING_DAYS` | activity/liquidity fact only; **must not change coverage denominator or data usability** |,EFAFBF96122C8119F1373F78860BC00D33C754DC,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B04,,YES,NOT_ASSESSED,,
MD-S082-R0105,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,159,Resolved key register (LOCKED),"| `market_data.coverage_gate.dormant_absence_trading_days` | int | legacy alias | `MARKET_DATA_COVERAGE_DORMANT_ABSENCE_TRADING_DAYS` | **DEPRECATED misleading namespace.** If still resolved by runtime it is snapshotted for reproducibility, but any use to exclude denominator rows is a V2 migration failure. |",4277DCE521F8838DABC02274026F7A7C1D7D4AA7,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0106,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,160,Resolved key register (LOCKED),| `market_data.indicators.set_version` | string | `v1` | `MARKET_DATA_INDICATOR_SET_VERSION` | `Indicator_Registry_Baseline_LOCKED.md` |,215DBDB95477EFA47AF9B5325E2A8CA80DCC81B7,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0107,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,161,Resolved key register (LOCKED),| `market_data.indicators.dv_window_days` | int | `MARKET_DATA_DV_WINDOW_DAYS` | `MARKET_DATA_DV_WINDOW_DAYS` | `Indicator_Registry_Baseline_LOCKED.md` |,8B22265F1BD684E7375F5CB3A8A7E054A41BCA69,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0108,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,162,Resolved key register (LOCKED),| `market_data.indicators.atr_window_days` | int | `MARKET_DATA_ATR_WINDOW_DAYS` | `MARKET_DATA_ATR_WINDOW_DAYS` | `Indicator_Registry_Baseline_LOCKED.md` |,D92CDE29C313E74A80605801AD20BA79AF2516FF,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0109,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,163,Resolved key register (LOCKED),| `market_data.indicators.vol_ratio_lookback_days` | int | `MARKET_DATA_VOL_RATIO_LOOKBACK_DAYS` | `MARKET_DATA_VOL_RATIO_LOOKBACK_DAYS` | `Indicator_Registry_Baseline_LOCKED.md` |,36C953960E52C3FF284FC0C2937D5BDE97044CEE,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
MD-S082-R0110,MD-S082,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,164,Resolved key register (LOCKED),| `market_data.indicators.roc_lookback_days` | int | `MARKET_DATA_ROC_LOOKBACK_DAYS` | `MARKET_DATA_ROC_LOOKBACK_DAYS` | `Indicator_Registry_Baseline_LOCKED.md` |,4780BAA2F194270AEE7E3FA5D7D3F02698B379D1,REFERENCE_ONLY,REFERENCE_ONLY,MD-B04,,YES,REFERENCE_ONLY,,
